id,year,year update,Country Asset,cont,name_eng,name_esp,name_fra,file_eng,file_esp,file_fra,file_other,file_c,file_r,off_c,off_r,Main product,Diss,Prod_Type,Prod,sub_n,River,Topic GCPE,Topic WR,Topic WU,Topic Irr,Topic Prosp,Abstract_eng,Abstract_esp,Abstract_fra,blankcell?
26.133,2013,,,,Global map of irrigation areas - New Zealand sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/NZL/index.stm""> Link </a>",,,,New Zealand,,New Zealand,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.134,2013,,,,Global map of irrigation areas - Oman sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/OMN/index.stm""> Link </a>",,,,Oman,,Oman,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.135,2013,,,,Global map of irrigation areas - Pakistan sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/PAK/index.stm""> Link </a>",,,,Pakistan,,Pakistan,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.136,2013,,,,Global map of irrigation areas - Panama sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/PAN/index.stm""> Link </a>",,,,Panama,,Panama,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.137,2013,,,,Global map of irrigation areas - Peru sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/PER/index.stm""> Link </a>",,,,Peru,,Peru,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.138,2013,,,,Global map of irrigation areas - Philippines sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/PHL/index.stm""> Link </a>",,,,Philippines,,Philippines,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.139,2013,,,,Global map of irrigation areas - Papua New Guinea sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/PNG/index.stm""> Link </a>",,,,Papua New Guinea,,Papua New Guinea,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.140,2013,,,,Global map of irrigation areas - Poland sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/POL/index.stm""> Link </a>",,,,Poland,,Poland,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.141,2013,,,,Global map of irrigation areas - Puerto Rico sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/PRI/index.stm""> Link </a>",,,,Puerto Rico,,Puerto Rico,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.142,2013,,,,Global map of irrigation areas - Democratic People's Republic of Korea sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/PRK/index.stm""> Link </a>",,,,Democratic People's Republic of Korea,,Democratic People's Republic of Korea,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.143,2013,,,,Global map of irrigation areas - Portugal sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/PRT/index.stm""> Link </a>",,,,Portugal,,Portugal,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.144,2013,,,,Global map of irrigation areas - Paraguay sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/PRY/index.stm""> Link </a>",,,,Paraguay,,Paraguay,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.145,2013,,,,Global map of irrigation areas - Occupied Palestinian Territory sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/PSE/index.stm""> Link </a>",,,,Occupied Palestinian Territory,,Occupied Palestinian Territory,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.146,2013,,,,Global map of irrigation areas - Qatar sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/QAT/index.stm""> Link </a>",,,,Qatar,,Qatar,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.147,2013,,,,Global map of irrigation areas - Reunion sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/REU/index.stm""> Link </a>",,,,Reunion,,Reunion,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.148,2013,,,,Global map of irrigation areas - Romania sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/ROU/index.stm""> Link </a>",,,,Romania,,Romania,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.149,2013,,,,Global map of irrigation areas - Russian Federation sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/RUS/index.stm""> Link </a>",,,,Russian Federation,,Russian Federation,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.150,2013,,,,Global map of irrigation areas - Rwanda sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/RWA/index.stm""> Link </a>",,,,Rwanda,,Rwanda,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.151,2013,,,,Global map of irrigation areas - Saudi Arabia sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/SAU/index.stm""> Link </a>",,,,Saudi Arabia,,Saudi Arabia,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.152,2013,,,,Global map of irrigation areas - Sudan and South Sudan sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/SDN/index.stm""> Link </a>",,,,Sudan and South Sudan,,Sudan and South Sudan,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.153,2013,,,,Global map of irrigation areas - Senegal sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/SEN/index.stm""> Link </a>",,,,Senegal,,Senegal,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.154,2013,,,,Global map of irrigation areas - Singapore sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/SGP/index.stm""> Link </a>",,,,Singapore,,Singapore,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.155,2013,,,,Global map of irrigation areas - Sierra Leone sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/SLE/index.stm""> Link </a>",,,,Sierra Leone,,Sierra Leone,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.156,2013,,,,Global map of irrigation areas - El Salvador sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/SLV/index.stm""> Link </a>",,,,El Salvador,,El Salvador,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.157,2013,,,,Global map of irrigation areas - San Marino sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/SMR/index.stm""> Link </a>",,,,San Marino,,San Marino,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.158,2013,,,,Global map of irrigation areas - Somalia sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/SOM/index.stm""> Link </a>",,,,Somalia,,Somalia,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.159,2013,,,,Global map of irrigation areas - Serbia sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/SRB/index.stm""> Link </a>",,,,Serbia,,Serbia,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.160,2013,,,,Global map of irrigation areas - Sao Tome and Principe sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/STP/index.stm""> Link </a>",,,,Sao Tome and Principe,,Sao Tome and Principe,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.161,2013,,,,Global map of irrigation areas - Suriname sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/SUR/index.stm""> Link </a>",,,,Suriname,,Suriname,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.162,2013,,,,Global map of irrigation areas - Slovakia sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/SVK/index.stm""> Link </a>",,,,Slovakia,,Slovakia,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.163,2013,,,,Global map of irrigation areas - Slovenia sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/SVN/index.stm""> Link </a>",,,,Slovenia,,Slovenia,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.164,2013,,,,Global map of irrigation areas - Sweden sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/SWE/index.stm""> Link </a>",,,,Sweden,,Sweden,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.165,2013,,,,Global map of irrigation areas - Swaziland sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/SWZ/index.stm""> Link </a>",,,,Swaziland,,Swaziland,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.166,2013,,,,Global map of irrigation areas - Seychelles sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/SYC/index.stm""> Link </a>",,,,Seychelles,,Seychelles,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.167,2013,,,,Global map of irrigation areas - Syrian Arab Republic sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/SYR/index.stm""> Link </a>",,,,Syrian Arab Republic,,Syrian Arab Republic,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.168,2013,,,,Global map of irrigation areas - Chad sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/TCD/index.stm""> Link </a>",,,,Chad,,Chad,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.169,2013,,,,Global map of irrigation areas - Togo sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/TGO/index.stm""> Link </a>",,,,Togo,,Togo,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.170,2013,,,,Global map of irrigation areas - Thailand sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/THA/index.stm""> Link </a>",,,,Thailand,,Thailand,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.171,2013,,,,Global map of irrigation areas - Tajikistan sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/TJK/index.stm""> Link </a>",,,,Tajikistan,,Tajikistan,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.172,2013,,,,Global map of irrigation areas - Turkmenistan sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/TKM/index.stm""> Link </a>",,,,Turkmenistan,,Turkmenistan,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.173,2013,,,,Global map of irrigation areas - Timor-Leste sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/TLS/index.stm""> Link </a>",,,,Timor-Leste,,Timor-Leste,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.174,2013,,,,Global map of irrigation areas - Trinidad and Tobago sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/TTO/index.stm""> Link </a>",,,,Trinidad and Tobago,,Trinidad and Tobago,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.175,2013,,,,Global map of irrigation areas - Tunisia sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/TUN/index.stm""> Link </a>",,,,Tunisia,,Tunisia,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.176,2013,,,,Global map of irrigation areas - Turkey sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/TUR/index.stm""> Link </a>",,,,Turkey,,Turkey,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.177,2013,,,,Global map of irrigation areas - Taiwan sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/CHN/index.stm""> Link </a>",,,,China,,China,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.178,2013,,,,Global map of irrigation areas - United Republic of Tanzania sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/TZA/index.stm""> Link </a>",,,,United Republic of Tanzania,,United Republic of Tanzania,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.179,2013,,,,Global map of irrigation areas - Uganda sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/UGA/index.stm""> Link </a>",,,,Uganda,,Uganda,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.180,2013,,,,Global map of irrigation areas - Ukraine sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/UKR/index.stm""> Link </a>",,,,Ukraine,,Ukraine,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.181,2013,,,,Global map of irrigation areas - Uruguay sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/URY/index.stm""> Link </a>",,,,Uruguay,,Uruguay,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.182,2013,,,,Global map of irrigation areas - United States of America sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/USA/index.stm""> Link </a>",,,,United States of America,,United States of America,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.183,2013,,,,Global map of irrigation areas - Uzbekistan sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/UZB/index.stm""> Link </a>",,,,Uzbekistan,,Uzbekistan,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.184,2013,,,,Global map of irrigation areas - Saint Vincent and the Grenadines sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/VCT/index.stm""> Link </a>",,,,Saint Vincent and the Grenadines,,Saint Vincent and the Grenadines,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.185,2013,,,,Global map of irrigation areas - Venezuela (Bolivarian Republic of) sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/VEN/index.stm""> Link </a>",,,,Venezuela (Bolivarian Republic of),,Venezuela (Bolivarian Republic of),,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.186,2013,,,,Global map of irrigation areas - Viet Nam sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/VNM/index.stm""> Link </a>",,,,Viet Nam,,Viet Nam,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.187,2013,,,,Global map of irrigation areas - Yemen sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/YEM/index.stm""> Link </a>",,,,Yemen,,Yemen,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.188,2013,,,,Global map of irrigation areas - South Africa sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/ZAF/index.stm""> Link </a>",,,,South Africa,,South Africa,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.189,2013,,,,Global map of irrigation areas - Zambia sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/ZMB/index.stm""> Link </a>",,,,Zambia,,Zambia,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.190,2013,,,,Global map of irrigation areas - Zimbabwe sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/ZWE/index.stm""> Link </a>",,,,Zimbabwe,,Zimbabwe,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
34.2,2009,,,,Irrigation in the Middle East region in figures,,,"<a href = ""http://www.fao.org/nr/water/aquastat/countries_regions/meast/index.stm""> Link </a>",,,,--,Middle East (Asia),"BHR,KWT,OMN,QAT,SAU,ARE,YEM,ARM,AZE,GEO,IRN,IRQ,ISR,JOR,LBN,PSE,SYR,TUR","9722,9723,9724,9725,9726",b_main_n,B_d_Y,Web page,Text,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,busy
34.3,2012,,,,Irrigation in Southern and Eastern Asia in figures,,,"<a href = ""http://www.fao.org/nr/water/aquastat/countries_regions/asia_southeast/index.stm""> Link </a>",,,,--,Southern and Eastern Asia (Asia),"CHN,PRK,MNG,KOR,KHM,LAO,MMR,THA,VNM,BRN,IDN,MYS,PNG,PHL,TLS,BGD,BTN,IND,MDV,NPL,PAK,LKA","9728,9729,9730,9731,9732",b_main_n,B_d_Y,Web page,Text,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,busy
34.4,2013,,,,Irrigation in Central Asia in figures,,,"<a href = ""http://www.fao.org/nr/water/aquastat/countries_regions/asia_central/index.stm""> Link </a>",,,,--,Central Asia (Asia),"AFG,KAZ,KGZ,TJK,TKM,UZB",9727,b_main_n,B_d_Y,Web page,Text,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,busy
38,2003,,,,Climate information tool interactive map,,,"<a href = ""http://www.fao.org/nr/water/aquastat/quickWMS/climcropwebx.htm""> Link </a>",,,,--,World,All,World,b_main_n,B_d_Y,Web page,Map,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,busy
39,2003,,,,Climate information tool,Instrumento para obtención de información climática,Outil d’information climatique,"<a href = ""http://www.fao.org/nr/water/aquastat/gis/index3.stm""> Link </a>",http://www.fao.org/nr/water/aquastat/gis/indexesp3.stm,http://www.fao.org/nr/water/aquastat/gis/indexfra3.stm,,--,World,All,World,b_main_y,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,busy
40,2013,,,,Water uses,Usos del agua,Usages de l’eau,"<a href = ""http://www.fao.org/nr/water/aquastat/water_use/index.stm""> Link </a>",http://www.fao.org/nr/water/aquastat/water_use/indexesp.stm,http://www.fao.org/nr/water/aquastat/water_use/indexfra.stm,,--,World,All,World,b_main_n,B_d_Y,Web page,Text,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,busy
19-1,2010,2014,dams,Asia | Central Asia,Geo-referenced dams database for Afghanistan,,,"<a href=""Z:\dams\country\AFG-dams_eng.xlsx"">Link</a>",,,,Afghanistan,,Afghanistan,,b_main_y,B_d_Y,Excel,Table,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,The dam databases are provided as Excel files. Each file has two sheets: the first sheet contains the database and the second sheet contains the legend.,Las bases de datos sobre las presas se presentan como archivos de Excel. Cada archivo tiene dos hojas: la primera hoja contiene la base de datos y la segunda hoja contiene la leyenda.,"Les bases de données sur les barrages sont fournies comme des fichier Excel. Ce fichier Excel a deux feuilles: la première contient la base de données et la seconde, la légende.",busy
20-1,2010,2014,dams,Africa | Sub-Saharan Africa | Central Africa,Geo-referenced dams maps for Angola,,,"<a href=""Z:\dams\country\AGO-dams_eng.kml"">Link</a>",,,,Angola,,Angola,,b_main_n,B_d_Y,Google earth,Spatial,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"A google .kml file, suitable for viewing basins, rivers and dams in Google Earth. Click on each point for information about each dam. ","Un archivo google .kml, apropiado para ver las cuencas, ríos y presas en Google Earth. Haga clic en cada punto para obtener información acerca de cada presa (en inglés).","Un fichier google .kml, qui permet de voir la localisation des barrages dans Google Earth. Cliquez sur chaque point pour obtenir des informations à propos de chaque barrage (en anglais).",busy
19-2,2010,2014,dams,Africa | Sub-Saharan Africa | Central Africa,Geo-referenced dams database for Angola,,,"<a href=""Z:\dams\country\AGO-dams_eng.xlsx"">Link</a>",,,,Angola,,Angola,,b_main_y,B_d_Y,Excel,Table,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,The dam databases are provided as Excel files. Each file has two sheets: the first sheet contains the database and the second sheet contains the legend.,Las bases de datos sobre las presas se presentan como archivos de Excel. Cada archivo tiene dos hojas: la primera hoja contiene la base de datos y la segunda hoja contiene la leyenda.,"Les bases de données sur les barrages sont fournies comme des fichier Excel. Ce fichier Excel a deux feuilles: la première contient la base de données et la seconde, la légende.",busy
